epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.46875,,1.134472370147705,,
0,99,,0.46875,,1.065177083015442,,
0,149,,0.46875,,1.089787483215332,,
0,199,,0.5,,1.17383873462677,,
0,249,,0.4375,,1.2043558359146118,,
0,299,,0.5,,0.9991123676300049,,
0,349,,0.46875,,1.0562058687210083,,
0,399,,0.46875,,1.1399906873703003,,
0,449,,0.40625,,1.184117078781128,,
0,499,,0.5625,,1.0870789289474487,,
0,549,,0.25,,1.2334502935409546,,
0,599,,0.6875,,0.9460175633430481,,
0,649,,0.3125,,1.1324576139450073,,
0,687,,,,,0.4708072543144226,1.0927029848098755
0,687,0.4565454423427582,,1.134032964706421,,,
