epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.46875,,1.1253033876419067,,
0,99,,0.5625,,1.0509625673294067,,
0,149,,0.5,,1.0489579439163208,,
0,199,,0.5,,1.1857105493545532,,
0,249,,0.40625,,1.1498569250106812,,
0,299,,0.4375,,1.051218867301941,,
0,312,,,,,0.469453364610672,1.0985314846038818
0,312,0.4510999917984009,,1.1542755365371704,,,
1,349,,0.5,,1.1277821063995361,,
1,399,,0.53125,,1.0107172727584839,,
1,449,,0.3125,,1.2416925430297852,,
1,499,,0.5625,,1.0676376819610596,,
1,549,,0.53125,,1.0143457651138306,,
1,599,,0.46875,,1.1870564222335815,,
1,625,,,,,0.4714841842651367,1.0987310409545898
1,625,0.48410001397132874,,1.1018441915512085,,,
2,649,,0.375,,0.9979395866394043,,
2,699,,0.6875,,0.9078349471092224,,
2,749,,0.5,,0.9944149255752563,,
2,799,,0.4375,,1.0734620094299316,,
2,849,,0.40625,,1.1585032939910889,,
2,899,,0.34375,,1.3419824838638306,,
2,938,,,,,0.4743611514568329,1.0996179580688477
2,938,0.4885999858379364,,1.0926673412322998,,,
3,949,,0.5,,0.9927472472190857,,
3,999,,0.5625,,1.089031457901001,,
3,1049,,0.375,,1.180827021598816,,
3,1099,,0.5,,1.1124063730239868,,
3,1149,,0.53125,,1.1001462936401367,,
3,1199,,0.3125,,1.2717736959457397,,
3,1249,,0.375,,1.266414999961853,,
3,1251,,,,,0.471314936876297,1.098130226135254
3,1251,0.48820000886917114,,1.0907139778137207,,,
4,1299,,0.53125,,1.021139144897461,,
4,1349,,0.53125,,0.9957336187362671,,
4,1399,,0.46875,,1.0096492767333984,,
4,1449,,0.4375,,0.9819511771202087,,
4,1499,,0.65625,,1.0732073783874512,,
4,1549,,0.5,,1.050071358680725,,
4,1564,,,,,0.47233033180236816,1.0984737873077393
4,1564,0.48899999260902405,,1.087729573249817,,,
