epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.34375,,1.1617025136947632,,
0,99,,0.46875,,1.070544719696045,,
0,149,,0.46875,,1.0773180723190308,,
0,199,,0.46875,,1.1616928577423096,,
0,249,,0.40625,,1.1490050554275513,,
0,299,,0.4375,,1.0136076211929321,,
0,349,,0.40625,,1.0702918767929077,,
0,399,,0.40625,,1.1128512620925903,,
0,449,,0.4375,,1.2337729930877686,,
0,499,,0.5,,1.1127824783325195,,
0,549,,0.34375,,1.2250584363937378,,
0,599,,0.65625,,0.968216061592102,,
0,649,,0.375,,1.1416661739349365,,
0,687,,,,,0.4680995047092438,1.0947818756103516
0,687,0.45899999141693115,,1.1328413486480713,,,
