epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.40625,,1.14170503616333,,
0,99,,0.375,,1.0578739643096924,,
0,149,,0.53125,,1.0797834396362305,,
0,199,,0.5,,1.1992956399917603,,
0,249,,0.40625,,1.16153883934021,,
0,299,,0.53125,,1.0203977823257446,,
0,349,,0.5,,1.0688847303390503,,
0,399,,0.46875,,1.1206504106521606,,
0,449,,0.46875,,1.196585774421692,,
0,499,,0.5625,,1.106596827507019,,
0,549,,0.28125,,1.2363356351852417,,
0,562,,,,,0.47402268648147583,1.0987162590026855
0,562,0.45544445514678955,,1.1348800659179688,,,
