epoch,step,train_acc_step,train_loss_step
0,49,0.0,1.3116258382797241
0,99,1.0,0.6579198837280273
0,149,0.0,1.391791820526123
0,199,0.0,1.544551134109497
0,249,0.0,1.1241014003753662
0,299,1.0,0.6926944255828857
0,349,0.0,1.1346561908721924
0,399,0.0,1.8165216445922852
0,449,0.0,1.735131025314331
0,499,0.0,1.2295689582824707
0,549,1.0,0.8311809301376343
0,599,0.0,3.0908584594726562
0,649,1.0,0.8276948928833008
0,699,1.0,0.7996934056282043
0,749,1.0,0.5337526798248291
0,799,1.0,0.6524260640144348
0,849,1.0,0.7880034446716309
0,899,1.0,0.5866528749465942
0,949,0.0,0.9457864165306091
0,999,0.0,1.9259617328643799
