epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.375,,1.2356994152069092,,
0,99,,0.4375,,1.3127199411392212,,
0,149,,0.5625,,1.0191110372543335,,
0,199,,0.40625,,1.1277204751968384,,
0,249,,0.34375,,1.259594202041626,,
0,299,,0.5,,1.1301616430282593,,
0,349,,0.375,,1.0949543714523315,,
0,399,,0.40625,,1.05086088180542,,
0,449,,0.40625,,1.1749022006988525,,
0,499,,0.5,,1.0199936628341675,,
0,549,,0.5,,1.104030966758728,,
0,599,,0.5625,,0.9793206453323364,,
0,649,,0.5625,,0.9916995763778687,,
0,699,,0.46875,,1.080178141593933,,
0,738,,,,,0.4804535508155823,1.081548810005188
0,738,0.4528684914112091,,1.1384897232055664,,,
1,749,,0.5625,,1.1492642164230347,,
1,799,,0.53125,,1.1268383264541626,,
1,849,,0.4375,,1.0843318700790405,,
1,899,,0.625,,0.851298451423645,,
1,949,,0.46875,,1.1054385900497437,,
1,999,,0.46875,,1.1145317554473877,,
1,1049,,0.375,,1.2016414403915405,,
1,1099,,0.53125,,1.0864278078079224,,
1,1149,,0.5625,,1.0138657093048096,,
1,1199,,0.4375,,1.1966345310211182,,
1,1249,,0.59375,,0.9815247058868408,,
1,1299,,0.4375,,1.0828827619552612,,
1,1349,,0.5,,1.167760968208313,,
1,1399,,0.5,,1.0333882570266724,,
1,1449,,0.53125,,1.1010345220565796,,
1,1477,,,,,0.4917921721935272,1.0697858333587646
1,1477,0.48066508769989014,,1.087567687034607,,,
2,1499,,0.4375,,1.125588297843933,,
2,1549,,0.34375,,1.2075777053833008,,
2,1599,,0.5625,,0.9821839332580566,,
2,1649,,0.375,,1.2039731740951538,,
2,1699,,0.5625,,1.0346245765686035,,
2,1749,,0.53125,,1.064359426498413,,
2,1799,,0.34375,,1.200197696685791,,
2,1849,,0.53125,,1.1703989505767822,,
2,1899,,0.5,,1.0942937135696411,,
2,1949,,0.34375,,1.1354382038116455,,
2,1999,,0.46875,,1.1867679357528687,,
2,2049,,0.53125,,0.9531346559524536,,
2,2099,,0.5,,1.0922490358352661,,
2,2149,,0.46875,,1.042730689048767,,
2,2199,,0.40625,,1.0896763801574707,,
2,2216,,,,,0.49449992179870605,1.063771367073059
2,2216,0.4900152385234833,,1.0756772756576538,,,
3,2249,,0.59375,,1.0066124200820923,,
3,2299,,0.53125,,1.0102664232254028,,
3,2349,,0.375,,1.0963516235351562,,
3,2399,,0.4375,,1.309455394744873,,
3,2449,,0.625,,1.003093957901001,,
3,2499,,0.5625,,0.9244086146354675,,
3,2549,,0.40625,,1.2272900342941284,,
3,2599,,0.5,,1.0589271783828735,,
3,2649,,0.4375,,1.1148751974105835,,
3,2699,,0.53125,,0.9023905992507935,,
3,2749,,0.59375,,1.0015263557434082,,
3,2799,,0.65625,,1.0127501487731934,,
3,2849,,0.5625,,1.000144124031067,,
3,2899,,0.53125,,1.099975824356079,,
3,2949,,0.40625,,1.204939365386963,,
3,2955,,,,,0.503638505935669,1.0589526891708374
3,2955,0.5024961829185486,,1.061862587928772,,,
4,2999,,0.40625,,1.3093817234039307,,
4,3049,,0.40625,,1.2592389583587646,,
4,3099,,0.5,,1.0343083143234253,,
4,3149,,0.4375,,1.0673260688781738,,
4,3199,,0.5625,,0.9714182615280151,,
4,3249,,0.46875,,1.0883328914642334,,
4,3299,,0.6875,,0.8189315795898438,,
4,3349,,0.5625,,1.0715255737304688,,
4,3399,,0.40625,,1.194299578666687,,
4,3449,,0.5625,,1.0604249238967896,,
4,3499,,0.46875,,1.161078691482544,,
4,3549,,0.4375,,1.0912684202194214,,
4,3599,,0.5625,,1.0649504661560059,,
4,3649,,0.5625,,0.9818172454833984,,
4,3694,,,,,0.5011000037193298,1.0556259155273438
4,3694,0.5089693665504456,,1.053038239479065,,,
5,3699,,0.625,,1.0761353969573975,,
5,3749,,0.53125,,1.0249468088150024,,
5,3799,,0.5625,,1.0456725358963013,,
5,3849,,0.4375,,1.1371405124664307,,
5,3899,,0.375,,1.13067626953125,,
5,3949,,0.625,,0.9623836874961853,,
5,3999,,0.5625,,1.0271862745285034,,
5,4049,,0.4375,,0.9901672601699829,,
5,4099,,0.53125,,1.0061496496200562,,
5,4149,,0.40625,,0.9833844304084778,,
5,4199,,0.5,,0.984535276889801,,
5,4249,,0.5,,0.9907026886940002,,
5,4299,,0.53125,,1.0393568277359009,,
5,4349,,0.53125,,1.2694029808044434,,
5,4399,,0.71875,,0.8223663568496704,,
5,4433,,,,,0.5117617249488831,1.0504183769226074
5,4433,0.5116347670555115,,1.0429965257644653,,,
6,4449,,0.5,,0.993179976940155,,
6,4499,,0.46875,,1.2331262826919556,,
6,4549,,0.4375,,1.0282175540924072,,
6,4599,,0.5625,,0.9078037738800049,,
6,4649,,0.6875,,0.8891768455505371,,
6,4699,,0.53125,,0.9481675028800964,,
6,4749,,0.6875,,0.86993008852005,,
6,4799,,0.75,,0.8736168742179871,,
6,4849,,0.53125,,1.043855905532837,,
6,4899,,0.5,,1.100749135017395,,
6,4949,,0.59375,,0.9565926194190979,,
6,4999,,0.59375,,0.9861473441123962,,
6,5049,,0.5,,0.9977908134460449,,
6,5099,,0.5,,0.9827446341514587,,
6,5149,,0.53125,,0.983896791934967,,
6,5172,,,,,0.5083770751953125,1.0506260395050049
6,5172,0.5189118385314941,,1.0323712825775146,,,
7,5199,,0.34375,,1.2014904022216797,,
7,5249,,0.375,,1.2357257604599,,
