epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.4375,,1.1514067649841309,,
0,99,,0.5625,,1.119588017463684,,
0,149,,0.5,,1.1661803722381592,,
0,199,,0.28125,,1.1781105995178223,,
0,249,,0.46875,,1.1549193859100342,,
0,299,,0.4375,,1.1831121444702148,,
0,349,,0.5625,,1.2055214643478394,,
0,399,,0.375,,1.0795819759368896,,
0,449,,0.46875,,1.1300534009933472,,
0,499,,0.5,,1.0919936895370483,,
0,549,,0.59375,,1.0290805101394653,,
0,599,,0.5,,1.02870774269104,,
0,649,,0.40625,,1.045974850654602,,
0,699,,0.375,,1.0509626865386963,,
0,738,,,,,0.4774073362350464,1.0837310552597046
0,738,0.4581993520259857,,1.124969482421875,,,
1,749,,0.59375,,1.1183202266693115,,
1,799,,0.46875,,1.0780668258666992,,
1,849,,0.5,,1.2176600694656372,,
1,899,,0.5,,1.104937195777893,,
1,949,,0.4375,,1.1920154094696045,,
1,999,,0.625,,0.8957095742225647,,
1,1049,,0.59375,,1.0376193523406982,,
1,1099,,0.4375,,1.154675006866455,,
1,1149,,0.5625,,1.161168098449707,,
1,1199,,0.625,,0.9199005961418152,,
1,1249,,0.5,,1.0570653676986694,,
1,1299,,0.3125,,1.182724952697754,,
1,1349,,0.5,,1.0820335149765015,,
1,1399,,0.59375,,1.1660187244415283,,
1,1449,,0.59375,,1.0233289003372192,,
1,1477,,,,,0.49517685174942017,1.0663198232650757
1,1477,0.4875190258026123,,1.0839699506759644,,,
2,1499,,0.6875,,0.8845238089561462,,
2,1549,,0.53125,,1.0320607423782349,,
2,1599,,0.5,,1.0472570657730103,,
2,1649,,0.46875,,1.0271859169006348,,
2,1699,,0.40625,,1.2150022983551025,,
2,1749,,0.59375,,0.954005241394043,,
2,1799,,0.46875,,1.2198021411895752,,
2,1849,,0.53125,,1.0045210123062134,,
2,1899,,0.3125,,1.1464159488677979,,
2,1949,,0.5,,1.1151798963546753,,
2,1999,,0.59375,,0.9802284836769104,,
2,2049,,0.4375,,1.186763048171997,,
2,2099,,0.5,,1.0753933191299438,,
2,2149,,0.59375,,0.9950155019760132,,
2,2199,,0.4375,,1.1458882093429565,,
2,2216,,,,,0.49991539120674133,1.0654515027999878
2,2216,0.49953460693359375,,1.062778115272522,,,
3,2249,,0.34375,,1.199837565422058,,
3,2299,,0.46875,,1.0939905643463135,,
3,2349,,0.71875,,0.8412807583808899,,
3,2399,,0.34375,,1.21859610080719,,
3,2449,,0.34375,,1.1572993993759155,,
3,2499,,0.5,,0.9924585819244385,,
3,2549,,0.5,,1.205162763595581,,
3,2599,,0.65625,,0.8990978598594666,,
3,2649,,0.625,,0.9979947209358215,,
3,2699,,0.4375,,1.0369999408721924,,
3,2749,,0.4375,,1.063773274421692,,
3,2799,,0.375,,1.2017555236816406,,
3,2849,,0.53125,,1.0430747270584106,,
3,2899,,0.40625,,1.0168288946151733,,
3,2949,,0.6875,,0.9422858953475952,,
3,2955,,,,,0.5061770081520081,1.0630106925964355
3,2955,0.5107463002204895,,1.0450668334960938,,,
4,2999,,0.5,,0.9679992198944092,,
4,3049,,0.6875,,0.794359564781189,,
4,3099,,0.40625,,1.2783433198928833,,
4,3149,,0.40625,,1.1107220649719238,,
4,3199,,0.5625,,0.9064851403236389,,
4,3249,,0.53125,,0.9200490117073059,,
4,3299,,0.46875,,1.1924649477005005,,
4,3349,,0.65625,,1.0156704187393188,,
4,3399,,0.625,,0.9905890226364136,,
4,3449,,0.40625,,1.1491718292236328,,
4,3499,,0.40625,,1.1649668216705322,,
4,3549,,0.5,,1.035575032234192,,
4,3599,,0.59375,,1.093079924583435,,
4,3649,,0.5625,,0.9967631101608276,,
4,3694,,,,,0.5114232301712036,1.0552489757537842
4,3694,0.5217465162277222,,1.029468059539795,,,
5,3699,,0.59375,,1.0256105661392212,,
5,3749,,0.46875,,1.054935336112976,,
5,3799,,0.53125,,0.9573627710342407,,
5,3849,,0.65625,,0.8878132700920105,,
5,3899,,0.46875,,1.0758503675460815,,
5,3949,,0.53125,,0.8799895644187927,,
5,3999,,0.6875,,0.8473965525627136,,
5,4049,,0.40625,,1.112257719039917,,
5,4099,,0.65625,,0.897367000579834,,
5,4149,,0.4375,,1.1074962615966797,,
5,4199,,0.53125,,0.9964744448661804,,
5,4249,,0.65625,,0.9616748690605164,,
5,4299,,0.4375,,1.1233530044555664,,
5,4349,,0.46875,,1.0725858211517334,,
5,4399,,0.5625,,1.0218855142593384,,
5,4433,,,,,0.5065155029296875,1.0583795309066772
5,4433,0.5314350724220276,,1.00898277759552,,,
6,4449,,0.5625,,1.0347180366516113,,
6,4499,,0.34375,,1.0060539245605469,,
6,4549,,0.53125,,1.0321286916732788,,
6,4599,,0.5,,1.1070958375930786,,
6,4649,,0.5625,,0.963642954826355,,
6,4699,,0.46875,,0.9404298663139343,,
6,4749,,0.5,,1.0180352926254272,,
6,4799,,0.53125,,1.114381194114685,,
6,4849,,0.53125,,1.084362268447876,,
6,4899,,0.59375,,0.9756078720092773,,
6,4949,,0.71875,,0.8437404036521912,,
6,4999,,0.46875,,1.1414467096328735,,
6,5049,,0.59375,,0.903411328792572,,
6,5099,,0.46875,,1.0048459768295288,,
6,5149,,0.65625,,0.9118125438690186,,
6,5172,,,,,0.5105770826339722,1.0616918802261353
6,5172,0.5420544743537903,,0.9873104095458984,,,
7,5199,,0.5625,,0.8502854108810425,,
7,5249,,0.625,,0.8957215547561646,,
7,5299,,0.65625,,0.8856052756309509,,
7,5349,,0.65625,,0.8285462260246277,,
7,5399,,0.6875,,0.8998729586601257,,
7,5449,,0.59375,,1.039452075958252,,
7,5499,,0.625,,0.8461917638778687,,
7,5549,,0.53125,,0.858403205871582,,
7,5599,,0.6875,,0.947601318359375,,
7,5649,,0.53125,,0.9645066857337952,,
7,5699,,0.46875,,0.9105555415153503,,
7,5749,,0.46875,,1.0674679279327393,,
7,5799,,0.46875,,1.0774160623550415,,
7,5849,,0.46875,,1.0593953132629395,,
7,5899,,0.5,,1.0063841342926025,,
7,5911,,,,,0.5124386548995972,1.0683637857437134
7,5911,0.5484853386878967,,0.9679654836654663,,,
8,5949,,0.6875,,0.8098751306533813,,
8,5999,,0.625,,0.9208972454071045,,
8,6049,,0.65625,,0.8840816617012024,,
8,6099,,0.5,,0.9406414031982422,,
8,6149,,0.5,,1.1258403062820435,,
8,6199,,0.5,,1.0593690872192383,,
8,6249,,0.6875,,0.6525053381919861,,
8,6299,,0.5625,,1.1252301931381226,,
8,6349,,0.5,,1.0641878843307495,,
8,6399,,0.53125,,1.0231821537017822,,
8,6449,,0.5,,0.9440948367118835,,
8,6499,,0.5,,1.0145108699798584,,
8,6549,,0.5,,0.9281119108200073,,
8,6599,,0.53125,,0.9512564539909363,,
8,6649,,0.6875,,0.8893095254898071,,
8,6650,,,,,0.5053308606147766,1.0847344398498535
8,6650,0.562954843044281,,0.9437065720558167,,,
9,6699,,0.34375,,1.1104366779327393,,
9,6749,,0.71875,,0.7616409659385681,,
9,6799,,0.5625,,0.9477059245109558,,
