epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.4375,,1.1158177852630615,,
0,99,,0.5625,,1.0342744588851929,,
0,149,,0.53125,,1.0611143112182617,,
0,199,,0.5,,1.1975990533828735,,
0,249,,0.375,,1.1489390134811401,,
0,299,,0.40625,,1.0527607202529907,,
0,349,,0.46875,,1.056433916091919,,
0,399,,0.375,,1.1418646574020386,,
0,437,,,,,0.4782535135746002,1.093900203704834
0,437,0.4528571367263794,,1.144599437713623,,,
1,449,,0.40625,,1.0618990659713745,,
1,499,,0.34375,,1.1277885437011719,,
1,549,,0.40625,,1.0595903396606445,,
1,599,,0.4375,,1.2999169826507568,,
1,649,,0.4375,,1.2685810327529907,,
1,699,,0.5,,1.061972975730896,,
1,749,,0.53125,,1.053870677947998,,
1,799,,0.4375,,1.063193440437317,,
1,849,,0.4375,,1.1084942817687988,,
1,875,,,,,0.48383820056915283,1.0863022804260254
1,875,0.4779285788536072,,1.0999140739440918,,,
2,899,,0.4375,,0.9713244438171387,,
2,949,,0.625,,0.9124736785888672,,
2,999,,0.5625,,1.0015548467636108,,
2,1049,,0.46875,,1.0390299558639526,,
2,1099,,0.375,,1.165062427520752,,
2,1149,,0.3125,,1.3108257055282593,,
2,1199,,0.53125,,1.0261876583099365,,
2,1249,,0.4375,,1.1952636241912842,,
2,1299,,0.5,,1.0434455871582031,,
2,1313,,,,,0.488576740026474,1.080811619758606
2,1313,0.48557141423225403,,1.092038631439209,,,
3,1349,,0.4375,,1.1777797937393188,,
3,1399,,0.59375,,1.0522408485412598,,
3,1449,,0.59375,,1.0102871656417847,,
3,1499,,0.34375,,1.2670232057571411,,
3,1549,,0.4375,,1.1610676050186157,,
3,1599,,0.5,,1.0229703187942505,,
3,1649,,0.375,,1.2696751356124878,,
3,1699,,0.5625,,0.9639891386032104,,
3,1749,,0.5625,,0.92848140001297,,
3,1751,,,,,0.48942291736602783,1.0789368152618408
3,1751,0.4836428463459015,,1.0907773971557617,,,
4,1799,,0.46875,,1.0215731859207153,,
4,1849,,0.46875,,0.9681316018104553,,
4,1899,,0.5,,1.0112210512161255,,
4,1949,,0.40625,,0.9846917986869812,,
4,1999,,0.625,,1.1190367937088013,,
4,2049,,0.4375,,1.08646559715271,,
4,2099,,0.5,,1.1146129369735718,,
4,2149,,0.53125,,1.0407453775405884,,
4,2189,,,,,0.49196141958236694,1.0774368047714233
4,2189,0.4888571500778198,,1.0856558084487915,,,
