epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.53125,,1.184308409690857,,
0,99,,0.28125,,1.2773704528808594,,
0,149,,0.40625,,1.2347726821899414,,
0,199,,0.375,,1.1682716608047485,,
0,249,,0.34375,,1.1958314180374146,,
0,299,,0.40625,,1.3136975765228271,,
0,349,,0.3125,,1.3307244777679443,,
0,399,,0.4375,,1.095602035522461,,
0,449,,0.53125,,1.1550148725509644,,
0,499,,0.5625,,1.0979491472244263,,
0,549,,0.375,,1.1867011785507202,,
0,599,,0.40625,,1.100736379623413,,
0,649,,0.5,,1.221958875656128,,
0,699,,0.40625,,1.2094676494598389,,
0,738,,,,,0.46183788776397705,1.1536802053451538
0,738,0.43010661005973816,,1.198881983757019,,,
1,749,,0.59375,,1.083571195602417,,
1,799,,0.59375,,1.157141923904419,,
1,849,,0.4375,,1.2287267446517944,,
1,899,,0.53125,,1.2321138381958008,,
1,949,,0.5625,,0.9722634553909302,,
1,999,,0.375,,1.1828306913375854,,
1,1049,,0.53125,,1.1172536611557007,,
1,1099,,0.59375,,1.0202970504760742,,
1,1149,,0.4375,,1.1471502780914307,,
1,1199,,0.375,,1.2974226474761963,,
1,1249,,0.5625,,0.9761810898780823,,
1,1299,,0.34375,,1.2909722328186035,,
1,1349,,0.4375,,1.1802246570587158,,
1,1399,,0.34375,,1.140404224395752,,
1,1449,,0.53125,,1.044060230255127,,
1,1477,,,,,0.47233033180236816,1.1157728433609009
1,1477,0.46754950284957886,,1.1345734596252441,,,
2,1499,,0.40625,,1.2330552339553833,,
2,1549,,0.5,,1.0824635028839111,,
2,1599,,0.5,,1.022162914276123,,
2,1649,,0.4375,,1.2093565464019775,,
2,1699,,0.5,,1.07774019241333,,
2,1749,,0.3125,,1.14739191532135,,
2,1799,,0.46875,,1.0702723264694214,,
2,1849,,0.59375,,0.9599686861038208,,
2,1899,,0.5625,,0.9415794610977173,,
2,1949,,0.375,,1.3010084629058838,,
2,1999,,0.53125,,0.9919440746307373,,
2,2049,,0.59375,,0.9777957797050476,,
2,2099,,0.4375,,1.1169891357421875,,
2,2149,,0.59375,,1.0186079740524292,,
2,2199,,0.5,,1.1691261529922485,,
2,2216,,,,,0.4819766581058502,1.0955712795257568
2,2216,0.476899653673172,,1.1070489883422852,,,
3,2249,,0.53125,,1.0130506753921509,,
3,2299,,0.3125,,1.5074290037155151,,
3,2349,,0.625,,0.932939887046814,,
3,2399,,0.53125,,1.1048039197921753,,
3,2449,,0.625,,0.9784879684448242,,
3,2499,,0.59375,,0.9668976068496704,,
3,2549,,0.53125,,0.9987443089485168,,
3,2599,,0.375,,1.1798529624938965,,
3,2649,,0.21875,,1.3361053466796875,,
3,2699,,0.46875,,1.039856195449829,,
3,2749,,0.34375,,1.1170510053634644,,
3,2799,,0.71875,,0.9725380539894104,,
3,2849,,0.34375,,1.0718480348587036,,
3,2899,,0.625,,0.9566395282745361,,
3,2949,,0.625,,0.980544924736023,,
3,2955,,,,,0.4853613078594208,1.0853720903396606
3,2955,0.4848959147930145,,1.0925077199935913,,,
4,2999,,0.25,,1.202331781387329,,
4,3049,,0.625,,1.069473147392273,,
4,3099,,0.40625,,1.1562472581863403,,
4,3149,,0.5625,,0.9836233854293823,,
4,3199,,0.53125,,1.066370964050293,,
4,3249,,0.53125,,1.1207088232040405,,
4,3299,,0.40625,,1.143531322479248,,
4,3349,,0.53125,,1.075378179550171,,
4,3399,,0.375,,1.1153172254562378,,
4,3449,,0.46875,,1.051401138305664,,
4,3499,,0.28125,,1.5076706409454346,,
4,3549,,0.40625,,1.1487705707550049,,
